run;lambda;mu;c;RO;P0;Lq;Wq;Ls;Ws
14;400;50;10;0.798;0;1.682;0.252;9.663;1.448
15;400;50;10;0.803;0;1.734;0.260;9.764;1.462
16;400;50;10;0.801;0;1.677;0.251;9.690;1.453
17;400;50;10;0.801;0;1.636;0.245;9.645;1.446
18;400;50;10;0.802;0;1.635;0.245;9.654;1.445
19;400;50;10;0.799;0;1.565;0.235;9.556;1.433
20;400;50;10;0.799;0;1.561;0.235;9.548;1.435
21;400;50;10;0.800;0;1.678;0.252;9.680;1.454
22;400;50;10;0.802;0;1.573;0.236;9.590;1.438
23;400;50;10;0.800;0;1.602;0.241;9.605;1.443
24;400;50;10;0.800;0;1.617;0.243;9.614;1.443
25;400;50;10;0.798;0;1.605;0.241;9.582;1.438
26;400;50;10;0.801;0;1.641;0.246;9.649;1.447
27;400;50;10;0.799;0;1.630;0.245;9.625;1.446
28;400;50;10;0.795;0;1.542;0.232;9.494;1.426
29;400;50;10;0.800;0;1.610;0.241;9.606;1.439
30;400;50;10;0.799;0;1.541;0.231;9.534;1.431
31;400;50;10;0.800;0;1.629;0.245;9.627;1.447
32;400;50;10;0.797;0;1.566;0.235;9.532;1.432
33;400;50;10;0.800;0;1.694;0.254;9.690;1.455
34;400;50;10;0.802;0;1.682;0.252;9.700;1.455
35;400;50;10;0.801;0;1.695;0.254;9.706;1.455
36;400;50;10;0.798;0;1.699;0.255;9.682;1.454
37;400;50;10;0.795;0;1.560;0.235;9.513;1.432
38;400;50;10;0.802;0;1.661;0.249;9.681;1.449
39;400;50;10;0.803;0;1.673;0.250;9.701;1.450
40;400;50;10;0.799;0;1.597;0.240;9.590;1.440
41;400;50;10;0.802;0;1.715;0.257;9.737;1.459
42;400;50;10;0.798;0;1.603;0.241;9.583;1.440
43;400;50;10;0.799;0;1.626;0.244;9.620;1.447
44;400;50;10;0.803;0;1.657;0.249;9.682;1.456
45;400;50;10;0.802;0;1.695;0.254;9.713;1.453
46;400;50;10;0.799;0;1.622;0.244;9.613;1.446
47;400;50;10;0.798;0;1.576;0.237;9.560;1.438
48;400;50;10;0.798;0;1.584;0.238;9.562;1.435
49;400;50;10;0.801;0;1.636;0.245;9.642;1.444
