,run,lambda,mu,c,Wq,Lq
162,2,6.0,0.8333333333333334,9,0.2959110604241035,1.7762554587057637
163,3,6.0,0.8333333333333334,9,0.32678061138178643,1.9620997176066848
164,4,6.0,0.8333333333333334,9,0.259795917800956,1.5454015961541359
165,5,6.0,0.8333333333333334,9,0.22824680636224723,1.3474930624939117
166,6,6.0,0.8333333333333334,9,0.3009037043692121,1.8135466262332323
167,7,6.0,0.8333333333333334,9,0.21692183037974447,1.301207680953829
168,8,6.0,0.8333333333333334,9,0.4040511284780178,2.4652923208778317
169,9,6.0,0.8333333333333334,9,0.28112942183149825,1.6994273549713994
170,10,6.0,0.8333333333333334,9,0.2908083741744928,1.7711897189482477
171,11,6.0,0.8333333333333334,9,0.2635855516881792,1.577208079451516
172,12,6.0,0.8333333333333334,9,0.2236115555679773,1.3360045073334703
173,13,6.0,0.8333333333333334,9,0.3362632738887277,2.002447796007382
174,14,6.0,0.8333333333333334,9,0.3075952922094548,1.83931731564848
175,15,6.0,0.8333333333333334,9,0.27850143468213057,1.6565247701450956
176,16,6.0,0.8333333333333334,9,0.3245801224693372,1.9573263318642686
177,17,6.0,0.8333333333333334,9,0.2302731825339234,1.3790298350968884
178,18,6.0,0.8333333333333334,9,0.2744543775424086,1.6459943869143454
179,19,6.0,0.8333333333333334,9,0.27432278354920625,1.6566352898536647
