;run;lambda;mu;c;Wq;Lq;Ws;Ls
244;4;6.0;0.8333333333333334;9;0.0;0.0;1.195819648814447;0.7873447261942229
245;5;6.0;0.8333333333333334;9;0.0;0.0;1.1964877240004428;0.7919312947614181
246;6;6.0;0.8333333333333334;9;0.0;0.0;1.2046096884277502;0.805137023551343
247;7;6.0;0.8333333333333334;9;0.0;0.0;1.1981327825629282;0.8056961543549582
248;8;6.0;0.8333333333333334;9;0.0;0.0;1.2027798520325634;0.8079692507060808
249;9;6.0;0.8333333333333334;9;0.0;0.0;1.2011361489892929;0.8042567426402477
250;10;6.0;0.8333333333333334;9;0.0;0.0;1.2024840461155162;0.8080959170014412
251;11;6.0;0.8333333333333334;9;0.0;0.0;1.19511809498219;0.7987213252384984
252;12;6.0;0.8333333333333334;9;0.0;0.0;1.2008461032147715;0.8044708214656412
253;13;6.0;0.8333333333333334;9;0.0;0.0;1.1961583020281787;0.7977418947886342
254;14;6.0;0.8333333333333334;9;0.0;0.0;1.1918930336831026;0.7943833847500565
255;15;6.0;0.8333333333333334;9;0.0;0.0;1.1985788058506375;0.7978690950991117
256;16;6.0;0.8333333333333334;9;0.0;0.0;1.2139288666593715;0.8083958771952552
257;17;6.0;0.8333333333333334;9;0.0;0.0;1.1920135040922535;0.7953536350592578
258;18;6.0;0.8333333333333334;9;0.0;0.0;1.1911753928854356;0.796423390669663
259;19;6.0;0.8333333333333334;9;0.0;0.0;1.1919527269829937;0.7987752004603739
260;20;6.0;0.8333333333333334;9;0.0;0.0;1.1961262291870143;0.7917685001742426
261;21;6.0;0.8333333333333334;9;0.0;0.0;1.204304215533894;0.7968158411658413
262;22;6.0;0.8333333333333334;9;0.0;0.0;1.203460555888282;0.8059575342783836
263;23;6.0;0.8333333333333334;9;0.0;0.0;1.214921877958971;0.8127098410418689
264;24;6.0;0.8333333333333334;9;0.0;0.0;1.194019471134232;0.805628317787729
265;25;6.0;0.8333333333333334;9;0.0;0.0;1.1999113379593236;0.7894440435132832
266;26;6.0;0.8333333333333334;9;0.0;0.0;1.1947639771161385;0.7968906594028774
267;27;6.0;0.8333333333333334;9;0.0;0.0;1.2029264732130436;0.7939016527003298
268;28;6.0;0.8333333333333334;9;0.0;0.0;1.191174190350807;0.7926073062594213
269;29;6.0;0.8333333333333334;9;0.0;0.0;1.1994169170803222;0.7995488704968932
